0,995
1,308
2,977
3,459
4,1100
5,1173
6,781
7,1445
8,219
9,1477
10,988
11,18
12,892
13,227
14,1247
15,107
16,549
17,1381
18,1014
19,402
20,141
21,53
22,440
23,381
24,473
25,161
26,1136
27,303
28,798
29,1459
30,1034
31,446
32,536
33,1276
34,1032
35,1372
36,34
37,1194
38,744
39,1052
40,80
41,1095
42,665
43,1452
44,1178
45,438
46,315
47,175
48,1319
49,1409
50,1442
51,1537
52,1181
53,249
54,5
55,1392
56,19
57,1390
58,1010
59,54
60,1511
61,618
62,379
63,609
64,1249
65,9
66,530
67,826
68,1504
69,1126
70,746
71,436
72,1354
73,66
74,900
75,1285
76,253
77,565
78,1202
79,1275
80,1005
81,1518
82,579
83,638
84,113
85,761
86,1150
87,751
88,1346
89,204
90,1197
91,271
92,152
93,1203
94,240
95,757
96,1382
97,347
98,1121
99,259
100,1156
101,489
102,177
103,685
104,1154
105,82
106,572
107,182
108,898
109,1029
110,1570
111,539
112,1222
113,965
114,229
115,548
116,260
117,896
118,511
119,520
120,1399
121,825
122,299
123,743
124,708
125,557
126,1056
127,759
128,1401
129,581
130,1191
131,620
132,268
133,1108
134,1041
135,725
136,408
137,891
138,191
139,519
140,1460
141,567
142,984
143,31
144,1089
145,326
146,1386
147,828
148,148
149,393
150,427
151,961
152,1018
153,1391
154,1000
155,1236
156,319
157,364
158,844
159,89
160,1509
161,940
162,1165
163,317
164,1497
165,1091
166,1415
167,1535
168,1116
169,85
170,558
171,298
172,829
173,223
174,597
175,353
176,1323
177,1026
178,233
179,651
180,171
181,483
182,942
183,538
184,461
185,412
186,14
187,482
188,527
189,1489
190,1256
191,794
192,159
193,646
194,1263
195,278
196,1063
197,506
198,771
199,839
200,963
201,122
202,655
203,728
204,672
205,192
206,4
207,899
208,491
209,911
210,535
211,795
212,923
213,1220
214,52
215,792
216,989
217,526
218,820
219,1540
220,1235
221,933
222,1078
223,1338
224,1298
225,254
226,1132
227,831
228,187
229,342
230,574
231,310
232,1428
233,494
234,866
235,1500
236,1058
237,720
238,133
239,202
240,1492
241,722
242,1114
243,1036
244,1301
245,1137
246,824
247,142
248,713
249,1088
250,1545
251,17
252,907
253,1515
254,517
255,170
256,1366
257,790
258,1140
259,1164
260,22
261,840
262,45
263,399
264,688
265,390
266,354
267,1519
268,481
269,1332
270,27
271,360
272,935
273,1055
274,475
275,687
276,1093
277,1471
278,982
279,953
280,796
281,2
282,516
283,1161
284,580
285,211
286,587
287,1370
288,1177
289,1410
290,1199
291,712
292,96
293,178
294,108
295,1566
296,501
297,1200
298,1166
299,568
300,1
301,1101
302,529
303,1305
304,1196
305,996
306,1310
307,1360
308,452
309,411
310,1069
311,946
312,435
313,231
314,1282
315,215
316,649
317,55
318,1254
319,1180
320,915
321,695
322,279
323,1423
324,224
325,302
326,842
327,218
328,644
329,1434
330,1099
331,295
332,667
333,733
334,1024
335,1560
336,333
337,1262
338,1110
339,682
340,1025
341,864
342,442
343,716
344,689
345,799
346,1260
347,1209
348,361
349,1579
350,1493
351,414
352,276
353,376
354,184
355,724
356,1463
357,1433
358,1242
359,583
360,1462
361,974
362,1182
363,762
364,934
365,1544
366,1187
367,666
368,309
369,703
370,1479
371,47
372,1169
373,458
374,726
375,220
376,542
377,1286
378,1464
379,1211
380,362
381,513
382,1417
383,654
384,140
385,642
386,1447
387,77
388,39
389,621
390,748
391,1573
392,322
393,1430
394,251
395,785
396,1358
397,921
398,1044
399,1076
400,425
401,1436
402,58
403,241
404,1375
405,330
406,930
407,729
408,1572
409,56
410,793
411,1405
412,1450
413,674
414,512
415,784
416,1059
417,810
418,1367
419,927
420,29
421,270
422,35
423,422
424,1268
425,114
426,1427
427,1105
428,1023
429,943
430,420
431,124
432,198
433,1274
434,1317
435,1151
436,912
437,679
438,632
439,546
440,906
441,432
442,1320
443,1213
444,861
445,808
446,570
447,1330
448,985
449,878
450,1265
451,1170
452,999
453,434
454,1547
455,61
456,431
457,1465
458,1070
459,92
460,1174
461,467
462,1226
463,40
464,1084
465,75
466,554
467,1361
468,841
469,575
470,789
471,247
472,740
473,456
474,1291
475,1135
476,686
477,465
478,1259
479,871
480,186
481,593
482,479
483,156
484,938
485,312
486,8
487,1446
488,1444
489,443
490,1303
491,1333
492,987
493,1109
494,994
495,553
496,1038
497,1470
498,670
499,1122
500,1039
501,813
502,1449
503,445
504,678
505,657
506,464
507,1266
508,195
509,1232
510,1348
511,487
512,602
513,693
514,1550
515,243
516,401
517,862
518,1528
519,1271
520,477
521,1416
522,1499
523,787
524,983
525,471
526,737
527,582
528,1521
529,968
530,1364
531,1468
532,426
533,1269
534,1027
