0,361
1,1550
2,1246
3,1631
4,427
5,294
6,161
7,825
8,182
9,223
10,1351
11,769
12,1752
13,76
14,1476
15,376
16,942
17,801
18,1154
19,1050
20,1103
21,53
22,632
23,670
24,310
25,475
26,1770
27,1583
28,118
29,254
30,478
31,408
32,1280
33,1109
34,1577
35,27
36,1676
37,135
38,491
39,333
40,1601
41,553
42,1433
43,677
44,1849
45,842
46,1217
47,1725
48,80
49,18
50,264
51,1211
52,1907
53,1908
54,17
55,1140
56,187
57,1097
58,658
59,156
60,249
61,937
62,793
63,1380
64,148
65,597
66,77
67,820
68,946
69,1449
70,1538
71,503
72,9
73,1333
74,6
75,1611
76,1643
77,1038
78,1129
79,1763
80,558
81,459
82,933
83,799
84,744
85,1428
86,1779
87,1001
88,665
89,969
90,1866
91,461
92,1228
93,85
94,1489
95,811
96,446
97,1091
98,107
99,47
100,1917
101,215
102,1474
103,582
104,200
105,30
106,898
107,1424
108,977
109,1184
110,1912
111,1396
112,724
113,1281
114,1628
115,289
116,1591
117,1840
118,1687
119,1230
120,1783
121,576
122,1659
123,1467
124,1335
125,979
126,303
127,1764
128,1327
129,124
130,895
131,1000
132,1712
133,384
134,1844
135,745
136,1777
137,1553
138,1843
139,1820
140,1792
141,1063
142,1079
143,229
144,1885
145,831
146,465
147,814
148,530
149,1265
150,731
151,692
152,279
153,1239
154,686
155,1588
156,487
157,1273
158,575
159,1191
160,716
161,1081
162,220
163,794
164,1409
165,1670
166,1248
167,602
168,1782
169,1437
170,957
171,34
172,1416
173,1036
174,1590
175,1760
176,1901
177,881
178,1637
179,438
180,1566
181,1486
182,1848
183,615
184,1290
185,175
186,390
187,1361
188,1256
189,1363
190,259
191,743
192,240
193,758
194,1357
195,14
196,648
197,393
198,434
199,518
200,1618
201,532
202,1342
203,1495
204,689
205,655
206,923
207,1710
208,1003
209,385
210,233
211,776
212,326
213,342
214,1745
215,191
216,1910
217,1341
218,1360
219,1674
220,1607
221,1742
222,37
223,1419
224,526
225,1431
226,1274
227,1168
228,1480
229,506
230,152
231,440
232,353
233,1332
234,953
235,1881
236,1766
237,958
238,706
239,619
240,512
241,276
242,1126
243,1680
244,141
245,1529
246,1835
247,1408
248,1878
249,1453
250,1675
251,55
252,1545
253,984
254,1069
255,262
256,721
257,887
258,579
259,1813
260,1514
261,817
262,574
263,217
264,1515
265,39
266,1027
267,66
268,960
269,565
270,1294
271,206
272,519
273,1625
274,1406
275,1647
276,5
277,58
278,1421
279,823
280,436
281,1711
282,92
283,1736
284,785
285,1227
286,278
287,405
288,501
289,1768
290,144
291,1017
292,1334
293,572
294,935
295,425
296,1161
297,1258
298,19
299,1441
300,987
301,54
302,1614
303,1718
304,866
305,1232
306,1585
307,1
308,672
309,113
310,795
311,988
312,457
313,1459
314,82
315,322
316,1166
317,1388
318,740
319,481
320,1895
321,1070
322,122
323,521
324,764
325,48
326,1151
327,620
328,1425
329,1427
330,708
331,713
332,1182
333,298
334,52
335,1841
336,1224
337,1305
338,1735
339,489
340,159
341,1402
342,318
343,1200
344,538
345,1285
346,251
347,1240
348,1823
349,190
350,1556
351,1356
352,891
353,529
354,982
355,1444
356,1422
357,1311
358,994
359,1479
360,253
361,995
362,299
363,1340
364,557
365,485
366,986
367,511
368,517
369,1681
370,271
371,214
372,1804
373,402
374,1325
375,458
376,1537
377,1317
378,4
379,204
380,918
381,219
382,516
383,1876
384,1025
385,775
386,596
387,563
388,1738
389,1412
390,564
391,828
392,1051
393,268
394,399
395,31
396,810
397,760
398,638
399,1461
400,1259
401,1315
402,1174
403,1414
404,347
405,629
406,1698
407,1399
408,1442
409,862
410,536
411,1868
412,1165
413,473
414,89
415,712
416,1734
417,1401
418,1403
419,177
420,1500
421,1114
422,539
423,1125
424,1573
425,1463
426,1359
427,1275
428,651
429,748
430,479
431,805
432,618
433,1087
434,1633
435,875
436,546
437,302
438,1132
439,983
440,171
441,412
442,652
443,1052
444,1572
445,61
446,270
447,1693
448,227
449,688
450,711
451,1649
452,1902
453,1819
454,667
455,1644
456,1394
457,1146
458,965
459,1798
460,1874
461,452
462,1034
463,1190
464,378
465,616
466,1532
467,379
468,192
469,260
470,1084
471,733
472,1551
473,726
474,1330
475,1897
476,642
477,308
478,1045
479,871
480,453
481,927
482,360
483,1517
484,666
485,381
486,1145
487,1761
488,641
489,1214
490,414
491,443
492,1581
493,1323
494,943
495,1762
496,568
497,1481
498,1594
499,1522
500,1872
501,133
502,202
503,1210
504,198
505,1088
506,621
507,1682
508,317
509,1875
510,142
511,1465
512,1494
513,993
514,522
515,315
516,1276
517,170
518,1148
519,1057
520,22
521,45
522,1754
523,467
524,1505
525,1282
526,442
527,1671
528,319
529,184
530,781
531,961
532,609
533,1353
534,1781
535,1398
536,723
537,1851
538,1833
539,210
540,578
541,746
542,581
543,1440
544,757
545,768
546,108
547,1083
548,1376
549,2
550,1471
551,1632
552,1203
553,482
554,1089
555,372
556,211
557,520
558,948
559,1673
560,1436
561,1791
562,1205
563,649
564,1150
565,1668
566,96
567,587
568,178
569,1617
570,1829
571,962
572,513
573,71
574,1919
575,1604
576,483
577,737
578,1115
579,456
580,68
581,1238
582,762
583,231
584,1824
585,1123
586,432
587,1788
588,1245
589,981
590,1669
591,354
592,567
593,1042
594,878
595,224
596,1382
597,218
598,974
599,1543
600,367
601,1056
602,1339
603,295
604,364
605,829
606,1322
607,674
608,1656
609,654
610,1128
611,1039
612,944
613,542
614,840
615,1158
616,552
617,362
618,549
619,42
620,1026
621,1506
622,1286
623,1413
624,535
625,1751
626,676
627,759
628,1415
629,554
630,157
631,527
632,309
633,1266
634,1223
635,593
636,1147
637,1426
638,1579
639,65
640,897
641,1287
642,1662
643,420
644,1473
645,796
646,140
647,938
648,1255
649,1326
650,996
651,1898
652,1803
653,1355
654,679
655,258
656,13
657,1443
658,1268
659,272
660,114
661,570
662,241
663,1058
664,330
665,1909
666,56
667,1101
668,411
669,435
670,893
671,1549
672,155
673,1236
674,921
675,29
676,35
677,1364
678,422
679,1546
680,1905
681,1743
682,1623
683,955
684,1192
685,1375
686,1519
687,524
688,1807
689,1178
690,1023
691,936
692,1916
693,1541
694,1610
695,704
696,789
697,1254
698,1717
699,911
700,548
701,1454
702,1021
703,841
704,494
705,580
706,1793
707,1464
708,431
709,1263
710,1801
711,1292
712,1218
713,1664
714,1183
715,40
716,1319
717,75
718,1487
719,1099
720,247
721,1029
722,883
723,992
724,906
725,186
726,884
727,668
728,312
729,8
730,1493
731,1721
732,1704
733,1354
734,940
735,1349
736,1220
737,1047
738,1456
739,1010
740,1367
741,1411
742,1078
743,445
744,813
745,991
746,464
747,1544
748,195
749,1654
750,1616
751,657
752,1164
753,1122
754,1137
755,980
756,1005
757,243
758,792
759,401
760,773
761,1811
762,997
763,1708
764,1524
765,1767
766,477
767,1730
768,1827
769,1096
770,1188
771,1032
772,285
773,471
774,1018
775,999
776,971
777,1629
778,1291
779,1460
780,1499
781,1859
782,1805
783,1785
784,1832
785,892
786,1789
787,426
788,1547
789,905
790,661
791,1533
792,1784
793,162
794,1213
795,863
796,1222
797,930
798,646
799,847
800,678
801,1175
802,1850
803,194
804,752
805,474
806,1691
807,720
808,569
809,1372
810,49
811,1765
812,838
813,644
814,722
815,110
816,1732
817,1749
818,1862
819,1014
820,1666
821,839
822,44
823,1584
824,245
825,1638
826,300
827,1739
828,583
829,788
830,1108
831,269
832,1915
833,896
834,313
835,1049
836,283
837,1337
838,540
839,861
840,406
841,1688
842,338
843,466
844,363
845,818
846,1468
847,320
848,1490
849,1235
850,1189
851,1279
852,70
853,1502
854,1199
855,500
856,10
857,685
858,1127
859,505
860,1507
861,963
862,83
863,1105
864,1695
865,1064
866,64
867,1073
868,1320
869,1826
870,416
871,1260
872,1121
873,900
874,205
875,328
876,808
877,486
878,1186
879,1627
880,1817
881,528
882,1842
883,656
884,418
885,1724
886,970
887,924
888,1136
889,1534
890,1013
891,844
892,1808
893,879
894,590
895,725
896,826
897,913
898,1390
899,472
900,1560
901,131
902,15
903,439
904,1894
905,1810
