0,29
1,42
2,14
3,91
4,81
5,19
6,44
7,11
8,40
9,97
10,89
11,94
12,73
13,105
14,59
15,90
16,66
17,54
18,108
19,100
20,154
21,35
22,51
23,5
24,84
25,31
26,16
27,145
28,143
29,93
30,127
31,103
32,111
33,131
34,58
35,102
36,47
37,69
38,33
39,56
40,132
41,110
42,106
43,155
44,12
45,114
46,75
47,28
48,53
49,117
50,136
51,17
52,77
53,158
54,13
55,78
56,18
57,48
58,92
59,4
60,45
61,141
62,39
63,36
64,126
65,148
66,152
67,147
68,122
69,2
70,123
71,112
72,6
73,0
74,119
75,65
76,55
77,85
78,88
79,46
80,62
81,74
82,125
83,99
84,107
85,95
86,10
87,34
88,32
89,130
90,38
91,83
92,120
93,159
94,27
95,23
96,67
97,9
98,135
99,104
100,116
101,138
102,87
103,98
104,149
105,118
106,64
107,15
108,82
109,41
110,109
111,80
112,52
113,26
114,76
115,43
116,113
117,24
118,153
119,124
120,150
121,49
122,21
123,70
124,3
125,151
126,30
127,157
128,121
129,115
130,8
131,60
132,128
133,1
134,57
135,22
136,61
137,63
138,7
139,156
140,86
141,96
142,68
143,50
144,142
145,139
146,146
147,101
148,20
149,25
150,134
151,71
152,129
153,144
154,79
155,133
156,137
157,72
158,140
159,37
